country,isocode,year,region,PI_region,income,landlocked,lcapitalpw,lcapitalpw_year,grdomsav,grdomsav_year,unemped,unemped_year,lnploans,lnploans_year,lmarketsize,lmarketsize_year,lhitechexp,lhitechexp_year,lfdisv,lfdisv_year,linflB,linflB_year,inflB,inflB_year,absgdppcgrowth,absgdppcgrowth_year,econexpect,econexpect_year,jobmarket,jobmarket_year,index_foodshelter,index_foodshelter_year,lgrdomsav,lgrdomsav_year,FIconfidence,FIconfidence_year,employed,employed_year,satlivstandard,satlivstandard_year,lintlband,lintlband_year,mobilegdp,mobilegdp_year,lictexp,lictexp_year,lroyaltyrec,lroyaltyrec_year,predictedRD,predictedRD_year,unevenecondev,unevenecondev_year,lstartupcost,lstartupcost_year,linternetserverB,linternetserverB_year,startupcost,startupcost_year,mobileswb,mobileswb_year,enventrep,enventrep_year,workhard,workhard_year,polrights,polrights_year,govtype,govtype_year,govstability,govstability_year,polconstraint,polconstraint_year,goveffectiveB,goveffectiveB_year,rulelawB,rulelawB_year,executiveB,executiveB_year,regulationB,regulationB_year,index_corruption,index_corruption_year,courtapprove,courtapprove_year,confelections,confelections_year,confidentmilit,confidentmilit_year,voiced_concern,voiced_concern_year,addresspoverty,addresspoverty_year,govapprove,govapprove_year,enviropreserve,enviropreserve_year,primpuptoteach,primpuptoteach_year,girlstoboysnormB,girlstoboysnormB_year,netprimschB,netprimschB_year,grsecschB,grsecschB_year,grterschB,grterschB_year,secperwkrB,secperwkrB_year,terperwkrB,terperwkrB_year,childrenlearn,childrenlearn_year,educationqualsat,educationqualsat_year,dptimmun,dptimmun_year,measlimmun,measlimmun_year,tuberculosis,tuberculosis_year,lifexpectgdp,lifexpectgdp_year,ppphealthexpaidB,ppphealthexpaidB_year,infantmortalityB,infantmortalityB_year,undernourishB,undernourishB_year,respdisease,respdisease_year,haleswb,haleswb_year,sanitation,sanitation_year,hospbeds,hospbeds_year,healthsat,healthsat_year,wellrested,wellrested_year,worryyest,worryyest_year,healthproblems,healthproblems_year,waterqual,waterqual_year,envirobeautysat,envirobeautysat_year,propertystolen,propertystolen_year,stateviolencegdp,stateviolencegdp_year,assaultedB,assaultedB_year,safewalkingB,safewalkingB_year,refugeeidpB,refugeeidpB_year,grievanceB,grievanceB_year,humanemigrate,humanemigrate_year,stateviolenceswb,stateviolenceswb_year,demopressure,demopressure_year,warcasual,warcasual_year,expresspolitfear,expresspolitfear_year,civchoice,civchoice_year,tolimmigB,tolimmigB_year,tolethnicB,tolethnicB_year,freechoicesat,freechoicesat_year,civlib,civlib_year,relyB,relyB_year,volunteeredB,volunteeredB_year,donatedB,donatedB_year,helpedstrangerB,helpedstrangerB_year,relattend,relattend_year,trustothers,trustothers_year,married,married_year,,,,gdppcgrowth,royaltyrec,ictexp,capitalpw,fdisv,marketsize,nploans,hitechexp,internetserverB,intlband
Cote d'Ivoire,CIV,2013,Africa Sub-Saharan,Sub-Saharan Africa,Lower middle income,0,9.6627292633,,17.85021853,2008,12.8690605164,,2.8622009754,2007,23.6692466736,2008,2.7776675224,2011,2.626355648,2011,0.8384257388,2012,1.312723279,2012,0.7732518911,2011,*,2009,*,2009,*,2009,2.9365243912,2008,*,2009,*,2011,*,2009,8.9873218536,2012,96.2699966431,2012,0.0529560149,2011,11.817027092,2009,0,2011,7.6999998093,2012,4.8751974106,2012,0.91629076,2012,130,2012,*,2009,*,2009,*,2009,3,2012,0,2011,0,2011,0.4266879857,2012,-1.1900000572,2011,-1.2599999905,2011,4.4835166931,2010,-0.8600000143,2011,*,2009,*,2009,*,2009,*,2009,*,,*,2009,*,2009,*,2009,48.84621,2011,0.7240753174,2002,61.4816589355,2009,61.0038833618,,8.2781295776,2009,1.0225579739,2010,0.1642129421,2010,*,2009,*,2009,62,2011,49,2011,191,2011,55.4212439,2011,119.8899993896,2011,81.2,2011,21.4,2011,239,2008,47,2007,24,2010,0.4,2006,*,2009,*,2009,*,2009,*,2009,*,2009,*,2009,*,2009,1.5,2011,*,2009,*,2009,9,2012,9,2012,7.5999999046,2012,4.5,2011,7.9000000954,2012,0,2012,*,2009,*,2009,*,2009,*,2009,*,2009,3,2012,*,2009,*,2009,*,2009,*,2009,*,2009,*,2009,*,2009,,,,-0.7732518911,135539.671875,0.0543832667,15719.6318359375,12.8233013153,19029317632,16.5000019073,15.0814676285,1.5000001192,8000.0004882813
Cote d'Ivoire,CIV,2014,Africa Sub-Saharan,Sub-Saharan Africa,Lower middle income,0,9.3563365936,,17.85021853,2008,4,2012,2.8622009754,2007,23.6692466736,2008,2.7776675224,2011,1.7790745497,2012,1.2721250057,2013,2.5684275627,2013,0.5638458133,2012,*,2013,*,2013,*,2013,2.9365243912,2008,*,2013,*,2013,*,2013,9.392745018,2013,95.4460525513,2013,0.0529560149,2011,11.817027092,2009,0,2012,7.8000001907,2013,3.8155121803,2013,1.0881857872,2013,44.4000015259,2013,*,2013,*,2009,*,2013,3,2013,0,2012,1,2012,0.4266879857,2012,-1.107558012,2012,-1.1100000143,2012,4.4835166931,2010,-0.7699999809,2012,*,2013,*,2013,*,2013,*,2013,*,2013,*,2009,*,2013,*,2013,41.71605,2012,0.8360806704,2011,61.85739,2009,61.482421875,2010,4.46391,2012,1.0208872557,2010,0.1676412523,2010,*,2013,*,2013,94,2012,85,2012,172,2012,50.40173171,2012,144.0500030518,2012,76.2,2012,20.5,2012,239,2008,46,2012,21.9,2012,0.4,2006,*,2009,*,2013,*,2013,*,2013,*,2013,*,2009,*,2013,2,2012,*,2009,*,2013,9.3000001907,2013,9,2013,7.3000001907,2013,4,2012,7.8000001907,2013,0,2013,*,2009,*,2013,*,2013,*,2013,*,2013,4,2013,*,2013,*,2013,*,2013,*,2013,*,2009,*,2009,*,2013,,,,0.5638458133,135539.671875,0.0543832667,11570.91796875,4.9243712425,19029317632,16.5000019073,15.0814676285,1.9688830376,11999.9970703125
Cote d'Ivoire,CIV,2015,Africa Sub-Saharan,Sub-Saharan Africa,Lower middle income,0,8.9190177917,,16.7776222229,2013,4,2013,2.8622009754,2007,23.8655414581,2013,0.8519924283,2013,2.4338877201,2013,0.3756740689,2014,0.4559724927,2014,1.84976542,2013,*,2014,*,2014,*,2014,2.8779404163,2013,*,2014,*,2014,*,2014,9.6603965759,2014,106.2476093227,2014,0.0775632635,2013,11.817027092,2009,0,2013,7.6,2014,3.0445225239,2014,1.3190124035,2014,20,2014,*,2014,*,2009,*,2014,3,2014,4,2014,3,2014,0.4266879857,2012,-1.0399999619,2013,-0.9300000072,2013,4.4835166931,2010,-0.7300000191,2013,*,2014,*,2014,*,2014,*,2014,*,2013,*,2009,*,2014,*,2014,41.0011711121,2013,0.8282205462,2013,61.8573913574,2009,39.0752296448,2013,9.1025800705,2013,1.0208872557,2010,0.1676412523,2010,*,2014,*,2014,88,2013,74,2013,170,2013,50.7574157715,2013,172,2013,71.3000030518,2013,14.6999998093,2013,46.5,2012,46,2013,21.8999996185,2012,0.400000006,2006,*,2009,*,2014,*,2014,*,2014,*,2014,*,2009,*,2014,3,2013,*,2009,*,2014,9.1,2014,9,2014,7,2014,3,2013,7.8,2014,0,2014,*,2009,*,2014,*,2014,*,2014,*,2014,4,2014,*,2014,*,2014,*,2014,*,2014,*,2009,*,2009,*,2014,,,,1.84976542,135539.671875,0.0806505978,7471.7456054688,10.403128624,23156502528,16.5000019073,1.3443130255,2.739726305,15683.0029296875
Cameroon,CMR,2012,Africa Sub-Saharan,Sub-Saharan Africa,Lower middle income,0,8.6627702713,2010,18.53368974,2007,2.900000095,2007,2.760010004,2010,23.4386329651,2007,1.7696496248,2010,-0.0014028942,2010,0.8221472745,2010,1.275380462,2010,0.7194849253,2010,*,2010,*,2011,*,2011,2.9721405506,2007,*,2011,*,2011,*,2011,5.7776522636,2011,52.3535919189,2011,0.0212326571,2010,12.666642189,2010,0,2010,8.3999996185,2011,3.8394522667,2011,0.7170630693,2011,45.5,2011,*,2011,*,2010,*,2011,2,2011,-4,2010,18,2010,0,2007,-0.8854581118,2010,-1.0436544418,2010,5.0416669846,2010,-0.7167192101,2010,*,2011,*,2011,*,2011,*,2011,*,2010,*,2010,*,2011,*,2010,45.53161,2010,0.8731252551,2010,92.37422,2010,42.19885,2010,11.47777,2010,1.4913934469,2010,0.0801282525,2010,*,2011,*,2011,84,2010,79,2010,177,2010,51.0627561,2010,122,2009,84.4,2010,22,2008,216,2008,45,2007,49,2010,1.3,2010,*,2011,*,2011,*,2011,*,2011,*,2011,*,2011,*,2011,3.5,2010,*,2010,*,2011,7.3007087708,2011,7.8000001907,2011,7.8000001907,2011,2.5,2010,8.0136394501,2011,0,2011,*,2011,*,2011,*,2011,*,2011,*,2011,2,2011,*,2011,*,2011,*,2011,*,2011,*,2010,*,2009,*,2011,,,,0.7194849253,316994.28125,0.0214596745,5782.5346679688,-0.0014019106,15110156288,14.8000011444,4.8687968254,1.0484083891,321.9999694824
Cameroon,CMR,2013,Africa Sub-Saharan,Sub-Saharan Africa,Lower middle income,0,8.755396843,2011,15.49551844,2011,3.799999952,2010,2.5877640247,2011,23.5287685394,2011,1.7696496248,2010,1.0619035959,2011,1.3718175483,2012,2.9425098896,2012,0.4556795061,2011,*,2012,*,2012,*,2012,2.803088665,2011,*,2012,*,2011,*,2012,5.7776522636,2012,64.0400009155,2012,0.0422321223,2011,12.666642189,2010,0,2011,8.1000003815,2012,3.6054978371,2012,0.8329091072,2012,35.7999992371,2012,*,2012,*,2010,*,2012,2,2012,-4,2011,19,2011,0,2012,-0.8799999952,2011,-1.0399999619,2011,6.6852869987,2010,-0.7900000215,2011,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,45.43773,2011,0.8777711987,2011,91.88906,2010,51.30071,2011,12.44654,2011,1.4913934469,2010,0.0801282525,2010,*,2012,*,2012,66,2011,76,2011,243,2011,51.57646341,2011,127.9199981689,2011,79.2,2011,15.7,2011,216,2008,45,2007,49,2010,1.3,2010,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,3.5,2011,*,2010,*,2012,7,2012,7.5,2012,7.5,2012,2.5,2011,8.1999998093,2012,0,2012,*,2011,*,2012,*,2012,*,2012,*,2012,2,2012,*,2012,*,2012,*,2012,*,2012,*,2010,*,2009,*,2012,,,,0.4556795061,316994.28125,0.0431365855,6343.837890625,1.8918707371,16535386112,12.3000001907,4.8687968254,1.2999999523,321.9999694824
Cameroon,CMR,2014,Africa Sub-Saharan,Sub-Saharan Africa,Lower middle income,0,8.8808641434,2012,15.81219077,2012,3.799999952,2012,2.5416018963,2012,23.6218166351,2012,1.5560860634,2012,2.142428875,2012,1.0801581144,2013,1.9451452494,2013,0.89761132,2012,*,2013,*,2013,*,2013,2.8221042156,2012,*,2013,*,2013,*,2013,8.4140520096,2013,70.3904647827,2013,0.0222394262,2012,12.1650390625,2012,0,2012,7.8000001907,2013,3.6163086891,2013,0.909420073,2013,36.2000007629,2013,*,2013,*,2010,*,2013,2,2013,-4,2012,20,2012,0,2012,-0.9027136564,2012,-1.0199999809,2012,6.6852869987,2010,-0.9300000072,2012,*,2013,*,2013,*,2013,*,2013,*,2013,*,2012,*,2013,*,2013,45.56349,2012,0.8744956851,2012,91.52662,2012,50.37787,2012,11.90675,2011,1.5225902796,2010,0.0821127743,2010,*,2013,*,2013,85,2012,82,2012,238,2012,54.5875122,2012,120.1699981689,2012,61.1,2012,13.3,2012,216,2008,48,2012,45.2,2012,1.3,2010,*,2012,*,2013,*,2013,*,2013,*,2013,*,2012,*,2013,3.5,2012,*,2010,*,2013,7.3000001907,2013,7.8000001907,2013,7.1999998093,2013,2.5,2012,8.3000001907,2013,0,2013,*,2011,*,2013,*,2013,*,2013,*,2013,2,2013,*,2013,*,2013,*,2013,*,2013,*,2010,*,2009,*,2013,,,,0.89761132,191958.375,0.0224885661,7192.00390625,7.5201067924,18147825664,11.6999988556,3.7402319908,1.4828822613,4508.998046875
Cameroon,CMR,2015,Africa Sub-Saharan,Sub-Saharan Africa,Lower middle income,0,8.9930362701,2013,11.2526893616,2013,4,2013,2.4243893623,2013,23.737745285,2013,1.5560861826,2012,1.089948535,2013,1.0801581144,2013,1.9451452494,2013,1.2877457142,2013,*,2014,*,2014,*,2014,2.5057454109,2013,*,2014,*,2014,*,2014,8.4140520096,2014,75.6851330965,2014,0.0222394262,2012,12.2280197144,2013,0.004390426,2013,7.5,2014,3.5638828278,2014,0.9803087115,2014,34.2999992371,2014,*,2014,*,2010,*,2014,2,2014,-4,2014,22,2014,0,2012,-0.8600000143,2013,-1.0499999523,2013,6.6852869987,2010,-0.9300000072,2013,*,2014,*,2014,*,2014,*,2014,*,2013,*,2012,*,2014,*,2014,45.5634918213,2012,0.8744956851,2012,91.5266189575,2012,50.3778686523,2012,11.9067497253,2011,1.5225902796,2010,0.0821127743,2010,*,2014,*,2014,89,2013,83,2013,235,2013,55.0418052673,2013,138,2013,60.7999992371,2013,10.5,2013,37.5,2012,49,2013,45.2000007629,2012,1.2999999523,2010,*,2012,*,2014,*,2014,*,2014,*,2014,*,2012,*,2014,3,2013,*,2010,*,2014,7.6,2014,7.8,2014,7.5,2014,3,2013,8.1,2014,0,2014,*,2011,*,2014,*,2014,*,2014,*,2014,2,2014,*,2014,*,2014,*,2014,*,2014,*,2010,*,2009,*,2014,,,,1.2877457142,204436.9375,0.0224885661,8045.8520507813,1.9741209745,20378480640,10.2953300476,3.7402324677,1.6652789116,4508.998046875
"Congo, Dem. Rep.",COD,2012,Africa Sub-Saharan,Sub-Saharan Africa,Low income,0,7.0033521652,2010,15.28095579,2009,8.9,2008,2.451004982,2009,22.6882591248,2009,0.8857196569,,1.2758028507,2010,2.9069767165,2008,17.30138457,2008,2.6206629276,2010,*,2009,*,2011,*,2011,2.7899961472,2009,*,2011,*,2011,*,2011,6.6858611107,2011,23.1311740875,2011,0.5528446436,,0,,0.3188963234,2010,9.1999998093,2011,6.3142724037,2011,0.1630554646,2011,551.4000244141,2011,*,2011,*,2009,*,2011,2,2011,5,2010,4,2010,0.1143357903,,-1.7239078283,2010,-1.6119509935,2010,6,2008,-1.5981789827,2010,*,2011,*,2011,*,2011,*,2011,*,,*,2009,*,2011,*,2011,37.0131,2010,0.7900419831,2010,79.5120162964,,37.71898,2010,6.1933,2009,0.9366720915,2010,0.0378393903,2010,*,2011,*,2011,63,2010,68,2010,327,2010,48.06958537,2010,7,2009,111.7,2010,42.473072052,,201,2008,40.5746498108,,24,2010,0.8,2006,*,2011,*,2011,*,2011,*,2011,*,2011,*,2011,*,2011,1,2010,*,2009,*,2011,9.6389560699,2011,8.3000001907,2011,7.6999998093,2011,5,2010,9.6999998093,2011,5,2011,*,2011,*,2011,*,2011,*,2011,*,2011,2,2011,*,2011,*,2011,*,2011,*,2011,*,2009,*,2009,*,2011,,,,2.6206629276,0,0.7381905317,1099.3154296875,2.5815756321,7134864896,10.5999984741,1.4247287512,0.1771019697,800.0001220703
"Congo, Dem. Rep.",COD,2013,Africa Sub-Saharan,Sub-Saharan Africa,Low income,0,6.9668936729,2011,21.5896072388,2012,8.8999996185,2008,1.9459100962,2012,23.0835857391,2012,1.502607584,,0.7183359861,2011,2.336503337,2012,9.345000267,2012,2.9415524006,2011,*,2012,*,2012,*,2012,3.1174900532,2012,*,2012,*,2011,*,2012,6.6858611107,2012,28.0100002289,2012,0.552844584,,0,,0.2675765753,2011,8.8999996185,2012,5.6549425125,2012,0.0953101814,2012,284.700012207,2012,*,2012,*,2009,*,2012,2,2012,5,2011,5,2011,0.3406137824,2012,-1.6599999666,2011,-1.6000000238,2011,7.9560437202,2008,-1.5199999809,2011,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,37.37094,2011,0.7906556129,2011,78.8548965454,,39.78112,2011,7.45437,2011,0.9366720915,2010,0.0378393903,2010,*,2012,*,2012,70,2011,71,2011,327,2011,48.36931707,2011,32.0900001526,2011,110.6,2011,35.5799560547,,201,2008,40.9219055176,,24,2010,0.8,2006,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,1.5,2011,*,2009,*,2012,9.6999998093,2012,9.3000001907,2012,7.4000000954,2012,4.5,2011,9.8999996185,2012,5,2012,*,2011,*,2012,*,2012,*,2012,*,2012,2,2012,*,2012,*,2012,*,2012,*,2012,*,2009,*,2009,*,2012,,,,2.9415524006,0,0.7381904125,1059.9219970703,1.0510174036,10594339840,5.9999995232,3.4933907986,0.1000000015,800.0001220703
"Congo, Dem. Rep.",COD,2014,Africa Sub-Saharan,Sub-Saharan Africa,Low income,0,6.8913884163,2009,5.355355032,2009,7.199999809,2012,1.9459100962,2012,23.3227596283,2009,1.238717556,,1.6287307739,2012,0.968095541,2013,1.6329253912,2013,3.1329042912,2012,*,2013,*,2013,*,2013,1.8492977619,2009,*,2013,*,2013,*,2013,6.6858611107,2013,43.7046508789,2013,0,,18.5022602081,2009,0.2449031323,2012,8.8000001907,2013,5.3038024902,2013,0.2931707799,2013,200.1000061035,2013,*,2013,*,2009,*,2013,2,2013,5,2012,6,2012,0.3406137824,2012,-1.6586488485,2012,-1.6499999762,2012,7.9560437202,2008,-1.5099999905,2012,*,2013,*,2013,*,2013,*,2013,*,2013,*,2012,*,2013,*,2013,34.74758,2012,0.7915500998,2012,79.5921783447,,43.33979,2012,8.23363,2012,0.9407026768,2010,0.0392175466,2010,*,2013,*,2013,72,2012,73,2012,327,2012,49.62326829,2012,23.5799999237,2012,99.9,2012,25.9303722382,2013,201,2008,44,2012,31.4,2012,0.8,2006,*,2012,*,2013,*,2013,*,2013,*,2013,*,2012,*,2013,1,2012,*,2009,*,2013,10,2013,9.3999996185,2013,7.0999999046,2013,5,2012,10,2013,6,2013,*,2011,*,2013,*,2013,*,2013,*,2013,2,2013,*,2013,*,2013,*,2013,*,2013,*,2009,*,2009,*,2013,,,,3.1329042912,108499944,0,982.7663574219,4.0974006653,13456924672,5.9999995232,2.4511847496,0.3406717181,800.0001220703
"Congo, Dem. Rep.",COD,2015,Africa Sub-Saharan,Sub-Saharan Africa,Low income,0,7.5073981285,2013,14.4007167816,2013,8,2013,1.9459100962,2012,23.8100395203,2013,1.4051448107,,1.2108066082,2013,0.968095541,2013,1.6329253912,2013,3.5857484341,2013,*,2014,*,2014,*,2014,2.7344141006,2013,*,2014,*,2014,*,2014,6.6858611107,2014,53.4932163754,2014,0.552844584,,18.5022602081,2009,0.2516930401,2013,8.5,2014,3.4339871407,2014,0.3594392836,2014,30,2014,*,2014,*,2009,*,2014,2,2014,5,2014,8,2014,0.3406137824,2012,-1.5900000334,2013,-1.5499999523,2013,7.9560437202,2008,-1.2799999714,2013,*,2014,*,2014,*,2014,*,2014,*,2013,*,2012,*,2014,*,2014,34.7475814819,2012,0.7915500998,2012,77.8583374023,,43.3397903442,2012,8.2336301804,2012,0.9407026768,2010,0.0392175466,2010,*,2014,*,2014,72,2013,73,2013,326,2013,49.9438552856,2013,26,2013,86.0999984741,2013,26.4060668945,2014,61.4,2012,44,2013,31.3999996185,2012,0.8000000119,2006,*,2012,*,2014,*,2014,*,2014,*,2014,*,2012,*,2014,1,2013,*,2009,*,2014,9.9,2014,9.6,2014,7.2,2014,5,2013,9.4,2014,6,2014,*,2011,*,2014,*,2014,*,2014,*,2014,2,2014,*,2014,*,2014,*,2014,*,2014,*,2009,*,2009,*,2014,,,,3.5857484341,108499944,0.7381904125,1820.4681396484,2.3561906815,21906286592,5.9999995232,3.0761170387,0.4325259626,800.0001220703
"Congo, Rep.",COG,2012,Africa Sub-Saharan,Sub-Saharan Africa,Lower middle income,0,9.473031044,2010,50.9449161,2010,16.1,2009,0.8329091072,2010,22.8382968903,2010,1.0588984489,,2.1608288288,2010,1.7977775311,2009,5.036217241,2009,2.4697289467,2010,*,2008,*,2011,*,2011,3.9501838684,2010,*,2011,*,2011,*,2011,3.6109178066,2011,93.840423584,2011,0,,0,,0,2010,8.2461500168,2011,4.4566702843,2011,0.7919979095,2011,85.1999969482,2011,*,2011,*,2008,*,2011,2,2011,-4,2010,13,2010,0.2446070611,,-1.2372187376,2010,-1.1330083609,2010,8.25,2010,-1.2829908133,2010,*,2011,*,2011,*,2011,*,2011,*,2008,*,2008,*,2011,*,2011,49.14568,2010,0.9167850614,2010,90.83139,2010,75.3760604858,,5.50907,2010,2.1036705971,2010,0.0681456253,2010,*,2011,*,2011,90,2010,76,2010,372,2010,56.96019512,2010,126,2009,60.8,2010,13,2008,197,2008,48,2007,18,2010,1.6,2005,*,2011,*,2011,*,2011,*,2011,*,2011,*,2011,*,2011,4,2010,*,2008,*,2011,7.68075037,2011,6,2011,6.7112321854,2011,2,2010,8.5,2011,0,2011,*,2011,*,2011,*,2011,*,2011,*,2011,3,2011,*,2011,*,2011,*,2011,*,2011,*,2008,*,,*,2011,,,,2.4697289467,0,0,13003.244140625,7.6783275604,8289843200,1.2999999523,1.8831932545,1.2078030109,35.9999961853
"Congo, Rep.",COG,2013,Africa Sub-Saharan,Sub-Saharan Africa,Lower middle income,0,9.5341749191,2011,59.3032684326,2012,6.9000000954,2011,0.7884573936,2011,22.8927001953,2012,1.5553796291,2010,1.8520315886,2011,1.5872224072,2012,3.8901472092,2012,1.6866379976,2011,*,2012,*,2012,*,2012,4.0993862152,2012,*,2012,*,2011,*,2012,4.0073332787,2012,101.1800003052,2012,0.0078909425,2010,0,,0,2011,7.9000000954,2012,4.0306944847,2012,1.6677068472,2012,55.2999992371,2012,*,2012,*,2008,*,2012,2,2012,-4,2011,14,2011,0,2012,-1.2000000477,2011,-1.1599999666,2011,10.9395599365,2010,-1.2899999619,2011,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,49.14568,2010,0.9398828149,2004,92.55506,2011,83.8231124878,,8.98122,2011,2.1036705971,2010,0.0681456253,2010,*,2012,*,2012,90,2011,90,2011,387,2011,57.35619512,2011,108.6399993896,2011,63.8,2011,37.4,2011,197,2008,48,2007,18,2010,1.6,2005,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,*,2012,4,2011,*,2008,*,2012,7.6999998093,2012,6.3000001907,2012,6.5,2012,2,2011,8.3000001907,2012,0,2012,*,2011,*,2012,*,2012,*,2012,*,2012,3,2012,*,2012,*,2012,*,2012,*,2012,*,2008,*,,*,2008,,,,1.6866379976,0,0.0079221576,13823.185546875,5.3727531433,8753331200,1.2000000477,3.7368843555,4.3000001907,54.0000038147
"Congo, Rep.",COG,2014,Africa Sub-Saharan,Sub-Saharan Africa,Lower middle income,0,9.6741943359,2011,77.74617299,2011,7.099999905,2012,1.335001111,2012,22.9574890137,2011,1.5553796291,2010,2.0061526299,2012,1.9414615631,2013,5.9689288139,2013,2.8160202503,2012,*,2013,*,2013,*,2013,4.3662295341,2011,*,2013,*,2013,*,2013,4.0073332787,2013,104.7695007324,2013,0.0078909425,2010,0,,0,2012,8.1999998093,2013,3.9721767902,2013,0.7533923388,2013,52.0999984741,2013,*,2013,*,2008,*,2013,2,2013,-4,2012,15,2012,0,2012,-1.2017291784,2012,-1.1200000048,2012,10.9395599365,2010,-1.3799999952,2012,*,2013,*,2013,*,2013,*,2013,*,2013,*,2012,*,2013,*,2013,44.442,2012,1.0096819401,2012,90.17036,2012,53.66317,2012,10.36444,2012,1.9736846685,2010,0.0681166276,2010,*,2013,*,2013,85,2012,80,2012,381,2012,58.29656098,2012,140.0500030518,2012,62.2,2012,33,2012,197,2008,50,2012,14.6,2012,1.6000000238,2005,*,2012,*,2013,*,2013,*,2013,*,2013,*,2012,*,2013,3.5,2012,*,2008,*,2013,8,2013,6,2013,6.1999998093,2013,2.5,2012,8.1999998093,2013,0,2013,*,2011,*,2013,*,2013,*,2013,*,2013,3,2013,*,2013,*,2013,*,2013,*,2013,*,2008,*,,*,2013,,,,2.8160202503,0,0.0079221576,15900.9072265625,6.4346585274,9339224064,2.8000001907,3.7368843555,1.1241937876,54.0000038147
"Congo, Rep.",COG,2015,Africa Sub-Saharan,Sub-Saharan Africa,Lower middle income,0,9.8768949509,2013,41.4049949646,2013,6.5,2013,0.7997009158,2013,22.7797336578,2013,0.9429913163,2013,1.5884103775,2013,1.9414615631,2013,5.9689288139,2013,2.5159795284,2013,*,2014,*,2014,*,2014,3.7472660542,2013,*,2014,*,2014,*,2014,4.1108736992,2014,108.1495741889,2014,0.0113531342,2013,0,,0,2013,8.1,2014,3.983412981,2014,0.9303610921,2014,52.7000007629,2014,*,2014,*,2008,*,2014,2,2014,-4,2014,17,2014,0,2012,-1.2200000286,2013,-1.0900000334,2013,10.9395599365,2010,-1.3600000143,2013,*,2014,*,2014,*,2014,*,2014,*,2013,*,2012,*,2014,*,2014,44.4420013428,2012,1.0096819401,2012,90.1703567505,2012,53.6631698608,2012,9.6302099228,2013,1.9736846685,2010,0.0681166276,2010,*,2014,*,2014,69,2013,65,2013,382,2013,58.7700004578,2013,242,2013,35.5999984741,2013,31.5,2013,54.7,2012,50,2013,14.6000003815,2012,1.6000000238,2005,*,2012,*,2014,*,2014,*,2014,*,2014,*,2012,*,2014,3,2013,*,2008,*,2014,8.1,2014,6.3,2014,6.5,2014,3,2013,8.1,2014,0,2014,*,2011,*,2014,*,2014,*,2014,*,2014,3,2014,*,2014,*,2014,*,2014,*,2014,*,2008,*,,*,2014,,,,2.5159795284,0,0.0114178257,19474.158203125,3.8959600925,7818305536,1.2248754501,1.5676505566,1.5354245901,59.9999885559
Colombia,COL,2012,America Latin and the Caribbean,Americas,Upper middle income,0,10.1022405624,2010,21.52230732,2010,11.60000038,2010,1.3609765768,2011,25.8797359467,2010,1.8011022806,2010,1.4698914289,2010,1.1873006404,2010,2.278220158,2010,3.0457141399,2010,*,2010,*,2010,*,2010,3.1145062447,2010,*,2010,*,2010,*,2010,12.6711359024,2011,98.451423645,2011,0.1390056908,2010,17.8495864868,2010,0.3915989399,2010,8.6000003815,2011,2.197224617,2011,3.101190567,2011,8,2011,*,2010,*,2010,*,2010,5,2011,7,2010,53,2010,0.6899999976,2007,0.1434757859,2010,-0.3326988518,2010,16,2010,0.3056509793,2010,*,2010,*,2010,*,2010,*,2010,*,2010,*,2010,*,2010,*,2010,28.13107,2010,1.0744562149,2010,88.07205,2010,96.36312,2010,39.13494,2010,2.2274713516,2010,0.3565559685,2010,*,2010,*,2010,88,2010,88,2010,34,2010,73.42968293,2010,569,2009,18.1,2010,9,2008,73,2008,66,2007,77,2010,1,2007,*,2010,*,2010,*,2010,*,2010,*,2010,*,2010,*,2010,1.5,2010,*,2010,*,2010,8.6999998093,2011,7.5,2011,7.9000000954,2011,4.5,2010,6.6999998093,2011,4,2011,*,2010,*,2010,*,2010,*,2010,*,2010,4,2011,*,2010,*,2010,*,2010,*,2010,*,2010,*,2010,*,2010,,,,3.0457141399,56490692,0.1491306424,24396.61328125,3.348762989,173550764032,2.9000000954,5.0563197136,21.224395752,318421.96875
